Chemical,Cell line,CMap dose,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100
letrozole,MCF7,0.000014,0.00001563,0.000008082,0.000008082,0.000008082,0.00001563,0.00001563,0.000008082,0.000008082,0.000008082,0.000008082,0.00001563,0.01324,0.000008082,0.204,0.000008082,0.000008082,0.03735,0.000008082,0.000008082,0.001722,0.00001563,0.0003479,0.0005141,0.000008082,0.000008082,0.000008082,0.000008082,0.00003829,0.0006727,0.000008082,0.000008082,0.00002319,0.0001667,0.000008082,0.1022,0.1921,0.000008082,0.00003074,0.000008082,0.00001563,0.000008082,0.000008082,0.000008082,0.005808,0.000008082,0.000008082,0.000008082,0.0006727,0.000008082,0.0000534,0.000008082,0.0009219,0.000008082,0.00003829,0.000008082,0.000008082,0.000008082,0.000008082,0.000008082,0.00003074,0.00003074,0.02107,0.000008082,0.000008082,0.000008082,0.2855,0.000008082,0.000008082,0.09038,0.000008082,0.00001563,0.00001563,0.000008082,0.000008082,0.000008082,0.000008082,0.0000534,0.000008082,0.00002319,0.000008082,0.000008082,0.000008082,0.0000685,0.000008082,0.000008082,0.000008082,0.00007605,0.02597,0.000008082,0.000008082,0.001685,0.000008082,0.000008082,0.000008082,0.01466,0.000008082,0.00002319,0.00001563,0.000008082,0.000008082
levamisole,PC3,0.0000166,0.0001421,0.1768,0.00004953,0.001438,0.05989,0.00009581,0.00004953,0.221,0.0001884,0.00004953,0.005002,0.00004953,0.0001421,0.00004953,0.00004953,0.00004953,0.0005586,0.0003735,0.00004953,0.00004953,0.001253,0.00004953,0.00004953,0.0001884,0.00009581,0.0005123,0.009583,0.00009581,0.00004953,0.001114,0.00004953,0.00004953,0.00004953,0.00009581,0.00004953,0.00004953,0.00009581,0.00004953,0.0001421,0.0001421,0.0001421,0.0005123,0.03319,0.00004953,0.007362,0.0006049,0.0001884,0.00004953,0.004307,0.00004953,0.00004953,0.00004953,0.0002347,0.00004953,0.05082,0.02671,0.00009581,0.00004953,0.00009581,0.02421,0.0001421,0.00009581,0.00009581,0.01023,0.0003272,0.00004953,0.111,0.00004953,0.00009581,0.00004953,0.00004953,0.00004953,0.1153,0.0002347,0.00009581,0.00004953,0.00004953,0.001623,0.05101,0.0001421,0.00004953,0.00004953,0.00009581,0.001577,0.00009581,0.06285,0.0001421,0.00004953,0.00004953,0.004076,0.00004953,0.001207,0.00004953,0.005094,0.00004953,0.00009581,0.004539,0.00004953,0.0003272,0.00004953
levamisole,MCF7,0.0000166,0.0001556,0.3405,0.0002307,0.01308,0.00008042,0.00008042,0.00008042,0.0481,0.0001556,0.0006065,0.0001556,0.00008042,0.00008042,0.00008042,0.00008042,0.0001556,0.00008042,0.00008042,0.00008042,0.00008042,0.0001556,0.00008042,0.00008042,0.00008042,0.0002307,0.00008042,0.0004562,0.00008042,0.00008042,0.0006065,0.002635,0.0001556,0.0003059,0.00008042,0.0001556,0.00008042,0.0005313,0.0005313,0.0001556,0.00008042,0.0005313,0.1088,0.2288,0.00008042,0.02338,0.001433,0.00008042,0.00008042,0.001884,0.0001556,0.0006816,0.00008042,0.00008042,0.00008042,0.02503,0.00722,0.0001556,0.00008042,0.0004562,0.000381,0.00008042,0.0004562,0.001508,0.001433,0.0001556,0.00008042,0.0005313,0.00008042,0.00008042,0.00008042,0.0005313,0.0006816,0.1577,0.002185,0.0005313,0.00008042,0.0001556,0.0002307,0.0001556,0.00008042,0.00008042,0.00008042,0.0001556,0.0001556,0.0008319,0.000381,0.00008042,0.00008042,0.0001556,0.007896,0.00008042,0.004815,0.0001556,0.0001556,0.00008042,0.0004562,0.007144,0.00008042,0.00008042,0.00008042
lithocholic acid,HL60,0.0000106,0.0002459,0.00002613,0.00005054,0.00002613,0.00002613,0.000197,0.00002613,0.00002613,0.00002613,0.00005054,0.00002613,0.03328,0.00009938,0.0003924,0.01358,0.2219,0.004006,0.00002613,0.0001726,0.00005054,0.0003435,0.01953,0.00007496,0.00002613,0.00002613,0.0002947,0.0001238,0.0001482,0.001833,0.00009938,0.000197,0.02063,0.00007496,0.01126,0.00002613,0.0001482,0.00009938,0.0002215,0.00002613,0.1374,0.00002613,0.00002613,0.00002613,0.02029,0.00002613,0.00002613,0.00007496,0.00002613,0.00005054,0.001418,0.00002613,0.0003924,0.00002613,0.0001238,0.00002613,0.00005054,0.00002613,0.00002613,0.00009938,0.00005054,0.1871,0.00002613,0.00002613,0.00002613,0.00002613,0.00002613,0.00002613,0.00005054,0.00002613,0.00007496,0.00002613,0.00002613,0.00002613,0.00005054,0.00005054,0.04942,0.00007496,0.00002613,0.00002613,0.00007496,0.00002613,0.00002613,0.02959,0.00005054,0.00002613,0.00002613,0.00007496,0.1458,0.00005054,0.00002613,0.00002613,0.00002613,0.03675,0.00002613,0.00005054,0.02156,0.00005054,0.03892,0.00002613,0.00007496
lithocholic acid,MCF7,0.0000106,0.0001312,0.1932,0.0001312,0.0001312,0.0002538,0.0001312,0.0001312,0.0006216,0.0002538,0.001725,0.0003764,0.0001312,0.0001312,0.0001312,0.0001312,0.0001312,0.0001312,0.1284,0.0001312,0.0001312,0.0001312,0.0001312,0.0001312,0.0001312,0.0001312,0.0001312,0.0001312,0.0001312,0.0001312,0.000499,0.000499,0.0001312,0.0001312,0.0002538,0.0001312,0.0001312,0.0001312,0.0002538,0.0006216,0.0001312,0.001112,0.0003764,0.0001312,0.0001312,0.0001312,0.0001312,0.000499,0.0003764,0.3911,0.0001312,0.0001312,0.0001312,0.0002538,0.0001312,0.001725,0.126,0.0003764,0.000499,0.0001312,0.0001312,0.0001312,0.0001312,0.0001312,0.01705,0.0001312,0.0001312,0.0007442,0.0001312,0.001848,0.0001312,0.006016,0.0001312,0.000499,0.002338,0.0006216,0.0002538,0.0001312,0.0002538,0.0001312,0.0001312,0.001112,0.026,0.0001312,0.000499,0.0001312,0.0001312,0.0001312,0.0001312,0.0001312,0.07675,0.0001312,0.003319,0.0006216,0.0001312,0.0002538,0.0006216,0.0001312,0.0001312,0.00148,0.002706
lithocholic acid,PC3,0.0000106,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.6549,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486
lovastatin,HL60,0.0000098,0.003486,0.003486,0.003486,0.01651,0.02303,0.003486,0.003486,0.003486,0.003486,0.02629,0.1435,0.003486,0.003486,0.003486,0.003486,0.01,0.003486,0.01651,0.01,0.003486,0.006743,0.003486,0.006743,0.003486,0.01651,0.006743,0.003486,0.01977,0.003486,0.003486,0.003486,0.0784,0.01,0.01,0.006743,0.003486,0.01326,0.003486,0.0328,0.003486,0.003486,0.003486,0.006743,0.003486,0.003486,0.01,0.003486,0.003486,0.003486,0.006743,0.0556,0.003486,0.006743,0.006743,0.003486,0.003486,0.003486,0.006743,0.003486,0.003486,0.006743,0.01977,0.006743,0.003486,0.003486,0.003486,0.003486,0.006743,0.003486,0.01977,0.0328,0.003486,0.006743,0.003486,0.02629,0.003486,0.003486,0.003486,0.003486,0.003486,0.02303,0.003486,0.006743,0.006743,0.003486,0.006743,0.003486,0.003486,0.003486,0.006743,0.003486,0.02303,0.003486,0.02629,0.003486,0.003486,0.003486,0.003486,0.01651,0.003486
lycorine,HL60,0.0000124,0.00004111,0.00002125,0.0005971,0.00004111,0.00004111,0.00006097,0.007706,0.00002125,0.03513,0.00006097,0.00004111,0.02216,0.2471,0.00002125,0.0002596,0.00008083,0.00002125,0.00004111,0.00006097,0.001908,0.00006097,0.000339,0.00002125,0.00002125,0.07086,0.0004383,0.00002125,0.00006097,0.00006097,0.00006097,0.001153,0.00006097,0.00002125,0.1176,0.0001801,0.00002125,0.00002125,0.0002397,0.0002993,0.00006097,0.00006097,0.00006097,0.00002125,0.0002198,0.00002125,0.00004111,0.0002,0.0005574,0.00004111,0.00006097,0.00004111,0.0002198,0.0002596,0.01194,0.00002125,0.00002125,0.00006097,0.0001205,0.2362,0.1034,0.0002,0.00002125,0.01156,0.0259,0.0335,0.0001801,0.0001205,0.00008083,0.00006097,0.00002125,0.00006097,0.00006097,0.00002125,0.00008083,0.00004111,0.00002125,0.00002125,0.00002125,0.00006097,0.0005177,0.0001801,0.00002125,0.00002125,0.00002125,0.00002125,0.00008083,0.00004111,0.06434,0.00002125,0.00002125,0.0003986,0.00004111,0.0003588,0.00002125,0.0007759,0.0002198,0.00002125,0.0001007,0.00008083,0.00004111
lycorine,PC3,0.0000124,0.001158,0.00001361,0.0001026,0.00002632,0.00001361,0.000128,0.0001026,0.00001361,0.00002632,0.00001361,0.00001361,0.00002632,0.00005175,0.0001026,0.00005175,0.00001361,0.00001361,0.00002632,0.00002632,0.0008273,0.00001361,0.000929,0.00001361,0.0001026,0.04065,0.00002632,0.00002632,0.00003903,0.01619,0.00001361,0.1624,0.00006446,0.00001361,0.002277,0.00003903,0.0001026,0.00002632,0.0002424,0.00001361,0.00005175,0.00002632,0.00001361,0.00001361,0.0001916,0.00001361,0.00001361,0.03524,0.00001361,0.00001361,0.00002632,0.00003903,0.00006446,0.00002632,0.00001361,0.00001361,0.00002632,0.005811,0.0001153,0.1945,0.000128,0.00005175,0.0002933,0.0004586,0.0003314,0.00001361,0.00002632,0.00001361,0.00006446,0.00001361,0.0005094,0.00003903,0.00003903,0.00001361,0.00007717,0.00002632,0.00002632,0.00001361,0.00002632,0.00001361,0.1335,0.00006446,0.00001361,0.0001153,0.00007717,0.07942,0.00002632,0.00006446,0.02726,0.0001916,0.00006446,0.00006446,0.00001361,0.2917,0.00002632,0.00005175,0.00001361,0.002378,0.0001153,0.00001361,0.0005221
lycorine,MCF7,0.0000124,0.02054,0.00001535,0.05385,0.00007274,0.00001535,0.00001535,0.0007326,0.00001535,0.03013,0.00004404,0.00001535,0.00007274,0.0000297,0.02468,0.00005839,0.00001535,0.0001301,0.0008904,0.00001535,0.001622,0.00001535,0.001134,0.009068,0.0197,0.1039,0.00001535,0.00004404,0.00001535,0.0002879,0.0000297,0.00004404,0.00004404,0.00005839,0.0004314,0.0002305,0.00004404,0.0000297,0.00004404,0.001048,0.00001535,0.00001535,0.0000297,0.00001535,0.00005839,0.00079,0.00004404,0.0000297,0.0001301,0.0000297,0.00005839,0.0000297,0.00005839,0.0001588,0.00001535,0.00001535,0.00001535,0.0000297,0.00004404,0.3062,0.05495,0.00004404,0.00001535,0.05272,0.00004404,0.00001535,0.0001014,0.00007274,0.00004404,0.00001535,0.000417,0.00001535,0.0002449,0.00001535,0.0000297,0.00001535,0.003257,0.00001535,0.00001535,0.0000297,0.06279,0.0000297,0.00004404,0.02713,0.00001535,0.00001535,0.0004744,0.0001301,0.1743,0.0000297,0.00001535,0.0005031,0.0000297,0.00004404,0.00001535,0.00001535,0.00001535,0.00001535,0.04523,0.0000297,0.00007274
meclofenoxate,MCF7,0.0000136,0.0004639,0.0004639,0.05508,0.001764,0.0004639,0.0004639,0.0004639,0.0004639,0.001764,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.003498,0.0004639,0.0004639,0.0004639,0.005232,0.0008973,0.001331,0.003498,0.0004639,0.0004639,0.0008973,0.0004639,0.0004639,0.0004639,0.0004639,0.004365,0.0004639,0.0004639,0.001331,0.001764,0.0004639,0.0004639,0.003932,0.0004639,0.003498,0.4261,0.005665,0.0004639,0.0004639,0.0008973,0.0004639,0.0004639,0.0004639,0.0008973,0.0004639,0.0004639,0.0004639,0.0004639,0.002198,0.0004639,0.0004639,0.0004639,0.0008973,0.0008973,0.0008973,0.1348,0.0004639,0.0008973,0.0004639,0.0004639,0.001331,0.0004639,0.006099,0.0004639,0.03254,0.2176,0.0004639,0.0004639,0.0004639,0.004798,0.0004639,0.0004639,0.005665,0.0004639,0.0217,0.0004639,0.0004639,0.0004639,0.0004639,0.009567,0.0004639,0.006532,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639
meclofenoxate,PC3,0.0000136,0.00007301,0.01918,0.00007301,0.0002777,0.0002095,0.0006871,0.00007301,0.0522,0.00007301,0.00007301,0.152,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.003689,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.03562,0.00007301,0.0001412,0.0007553,0.0001412,0.00007301,0.00007301,0.0001412,0.00007301,0.0001412,0.0001412,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.0001412,0.0001412,0.0008235,0.0002095,0.00007301,0.001165,0.0001412,0.00007301,0.00007301,0.0006188,0.0001412,0.001301,0.00007301,0.0001412,0.00007301,0.0003459,0.0008917,0.00007301,0.00007301,0.0002095,0.00007301,0.00007301,0.00007301,0.00007301,0.0001412,0.00007301,0.00007301,0.0004824,0.00007301,0.00007301,0.00007301,0.0006188,0.0001412,0.6566,0.0006871,0.0002095,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.00007301,0.064,0.00007301,0.0002777,0.0001412,0.0002095,0.00007301,0.0003459,0.0001412,0.00007301,0.00007301,0.00007301
megestrol,MCF7,0.0000104,0.00004723,0.0001355,0.00009137,0.00004723,0.0001355,0.00004723,0.00004723,0.001636,0.1412,0.00009137,0.00009137,0.07036,0.0001355,0.0001796,0.002386,0.0002238,0.0001355,0.00009137,0.00004723,0.0003562,0.0001796,0.0001796,0.00004723,0.00004723,0.0001355,0.00004723,0.00004723,0.00009137,0.003093,0.00004723,0.0008417,0.002122,0.0002679,0.00004723,0.00004723,0.002784,0.02834,0.00004723,0.00004723,0.0002238,0.00004723,0.00004723,0.00004723,0.00552,0.00004723,0.00004723,0.00004723,0.05407,0.0003562,0.0003562,0.00004723,0.008433,0.00004723,0.08788,0.00004723,0.0102,0.00004723,0.00009137,0.00004723,0.00004723,0.001371,0.00004723,0.00004723,0.00004723,0.00004723,0.08673,0.00009137,0.3629,0.0008858,0.001592,0.00009137,0.00004723,0.00004723,0.00004723,0.00004723,0.0001796,0.003755,0.00004723,0.00004723,0.01333,0.0001355,0.00004723,0.001107,0.00009137,0.00004723,0.00004723,0.00009137,0.00009137,0.0002238,0.00009137,0.00009137,0.0001355,0.0001355,0.00004723,0.0002238,0.0001355,0.00009137,0.0002238,0.0001355,0.1018
megestrol,HL60,0.0000104,0.00006665,0.00006665,0.00006665,0.00006665,0.005796,0.00006665,0.0001912,0.0001289,0.00006665,0.00006665,0.00006665,0.00006665,0.00006665,0.00006665,0.00006665,0.00006665,0.00006665,0.01084,0.00006665,0.07673,0.00006665,0.00006665,0.00006665,0.0001912,0.0002535,0.0001289,0.0001289,0.00006665,0.0001289,0.0001289,0.00006665,0.00006665,0.0001289,0.00006665,0.00006665,0.00006665,0.00006665,0.00006665,0.1958,0.00006665,0.004302,0.0001289,0.000378,0.00006665,0.0001289,0.0001289,0.00006665,0.00006665,0.00006665,0.0007517,0.00006665,0.00006665,0.4927,0.00006665,0.0001912,0.00006665,0.00006665,0.0001289,0.0001289,0.0001289,0.00006665,0.00006665,0.00006665,0.0001912,0.00006665,0.00006665,0.0001289,0.00006665,0.00006665,0.00006665,0.00006665,0.00006665,0.00006665,0.0009385,0.001125,0.0002535,0.00006665,0.00006665,0.1878,0.00006665,0.00006665,0.0001289,0.00006665,0.00006665,0.00006665,0.0009385,0.0001912,0.00006665,0.00006665,0.00006665,0.000378,0.00006665,0.00006665,0.01377,0.00006665,0.00006665,0.00006665,0.00006665,0.0001912,0.00006665
megestrol,PC3,0.0000104,0.00008696,0.00004495,0.00004495,0.00004495,0.000171,0.001095,0.00004495,0.00004495,0.00004495,0.000171,0.000129,0.00008696,0.000171,0.002187,0.00004495,0.001179,0.000171,0.00004495,0.000423,0.000129,0.05217,0.002229,0.00004495,0.00004495,0.000213,0.000213,0.00004495,0.000255,0.001179,0.00004495,0.00008696,0.1995,0.00008696,0.000171,0.07292,0.004707,0.00004495,0.001011,0.000465,0.000507,0.000213,0.00004495,0.00004495,0.005716,0.00004495,0.00004495,0.000129,0.000129,0.00004495,0.05532,0.000171,0.02117,0.00008696,0.001179,0.00008696,0.00004495,0.00008696,0.00004495,0.00004495,0.00004495,0.000423,0.00004495,0.00004495,0.00004495,0.00004495,0.000465,0.00004495,0.000213,0.09224,0.08687,0.1178,0.00004495,0.00004495,0.000171,0.00004495,0.000255,0.06339,0.161,0.000171,0.01185,0.00004495,0.000213,0.002607,0.00008696,0.00004495,0.00004495,0.00004495,0.000591,0.002355,0.00004495,0.000171,0.000129,0.000129,0.00004495,0.03071,0.00008696,0.00004495,0.000297,0.00004495,0.00004495
melatonin,HL60,0.0000172,0.0003501,0.0006772,0.0003501,0.0003501,0.0006772,0.0003501,0.0003501,0.0006772,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.3255,0.0003501,0.0003501,0.001331,0.0003501,0.0006772,0.0003501,0.0003501,0.00264,0.0006772,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.1103,0.001004,0.0003501,0.0006772,0.001004,0.0003501,0.007547,0.001004,0.001004,0.0006772,0.001659,0.0003501,0.001659,0.0003501,0.0003501,0.1129,0.001004,0.0003501,0.0003501,0.01703,0.0003501,0.0003501,0.0003501,0.0006772,0.009836,0.0003501,0.001004,0.0006772,0.0003501,0.0003501,0.0003501,0.0003501,0.001659,0.0003501,0.00264,0.0003501,0.0003501,0.02259,0.0003501,0.0003501,0.0003501,0.1502,0.0003501,0.0003501,0.0006772,0.0006772,0.001004,0.0006772,0.001331,0.0003501,0.0003501,0.001331,0.001004,0.0006772,0.0003501,0.0003501,0.0003501,0.0003501,0.01703,0.1731,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.001659,0.0003501,0.0006772,0.0003501,0.0003501,0.0003501,0.0003501
menadione,HL60,0.0000232,0.0001146,0.00003845,0.00002214,0.000005821,0.000005821,0.0001799,0.000005821,0.0000167,0.01229,0.06954,0.000005821,0.0001364,0.07829,0.00002758,0.08074,0.0002125,0.00002214,0.000005821,0.01817,0.00001126,0.00009284,0.00006565,0.000005821,0.000005821,0.00001126,0.0004573,0.01374,0.03138,0.0003485,0.00003845,0.00001126,0.0105,0.000005821,0.1158,0.000005821,0.00001126,0.00001126,0.00005477,0.000005821,0.02903,0.000005821,0.0000167,0.00006021,0.000005821,0.000005821,0.000005821,0.1166,0.00001126,0.00002758,0.000005821,0.000005821,0.00003845,0.000005821,0.09144,0.000005821,0.00004933,0.00003845,0.000005821,0.001752,0.007735,0.00315,0.000005821,0.000005821,0.08296,0.000169,0.0000167,0.00002758,0.00001126,0.0000167,0.00008197,0.00009828,0.00002214,0.000005821,0.000005821,0.00001126,0.00001126,0.00001126,0.0000167,0.000005821,0.003732,0.02154,0.000005821,0.00006565,0.00001126,0.02251,0.00001126,0.00439,0.000005821,0.000005821,0.00005477,0.000005821,0.00001126,0.0398,0.000005821,0.000005821,0.08008,0.00006565,0.0615,0.00007653,0.0002288
menadione,PC3,0.0000232,0.005676,0.00001108,0.00001108,0.0001146,0.00004215,0.02698,0.00002144,0.04051,0.00001108,0.001119,0.00004215,0.00002144,0.0005393,0.00002144,0.1686,0.009228,0.00005251,0.00002144,0.00002144,0.00001108,0.00001108,0.00002144,0.00001108,0.00001108,0.00001108,0.00002144,0.00001108,0.0000318,0.00002144,0.05398,0.04635,0.0005703,0.00002144,0.002559,0.00001108,0.0000318,0.00005251,0.00004215,0.00001108,0.0004564,0.00001108,0.00006287,0.01769,0.00001108,0.0000318,0.00002144,0.2593,0.00001108,0.1088,0.00001108,0.00005251,0.00002144,0.00001108,0.03511,0.00004215,0.04098,0.00001108,0.00001108,0.000415,0.00001108,0.00002144,0.004174,0.00001108,0.00001108,0.00002144,0.0000318,0.00006287,0.000125,0.0001975,0.001937,0.0007775,0.00002144,0.00001108,0.00001108,0.00001108,0.0003529,0.00002144,0.007747,0.00001108,0.00114,0.0001146,0.00001108,0.0008914,0.00001108,0.0005393,0.00006287,0.0001561,0.00001108,0.02255,0.0005911,0.00001108,0.05278,0.0793,0.00001108,0.0001664,0.005127,0.0005393,0.0005496,0.00001108,0.00006287
mepacrine,MCF7,0.0000078,0.02882,0.00005664,0.00004273,0.00001489,0.00001489,0.3895,0.0001123,0.00001489,0.00001489,0.04207,0.0002376,0.01642,0.00001489,0.00008448,0.00001489,0.002061,0.0001262,0.00001489,0.01481,0.00001489,0.01729,0.00004273,0.00002881,0.00001489,0.00001489,0.02742,0.0002376,0.05266,0.00001489,0.0009751,0.00001489,0.01317,0.00001489,0.0007942,0.00004273,0.00004273,0.0003489,0.0003628,0.00002881,0.006096,0.00007056,0.00002881,0.0001262,0.00001489,0.00005664,0.00001489,0.004023,0.0001541,0.00004273,0.00005664,0.00004273,0.00004273,0.00001489,0.00008448,0.00001489,0.00001489,0.0911,0.00002881,0.00007056,0.0001262,0.00008448,0.002019,0.00002881,0.1395,0.02529,0.0001958,0.00002881,0.00001489,0.0004185,0.00007056,0.002367,0.00005664,0.01127,0.00002881,0.00001489,0.002047,0.00001489,0.003118,0.00001489,0.01485,0.01787,0.00002881,0.0001262,0.00004273,0.004009,0.00001489,0.0006829,0.00001489,0.0001819,0.006236,0.00001489,0.04211,0.0001123,0.00002881,0.009673,0.006166,0.00001489,0.0005437,0.0002515,0.0002654
mesoridazine,MCF7,0.0000074,0.006816,0.006816,0.01318,0.006816,0.04503,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.08324,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.02592,0.1406,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.01318,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.01318,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.01318,0.006816,0.006816,0.006816,0.03229,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816
mesoridazine,PC3,0.0000074,0.005928,0.00008803,0.00008803,0.00008803,0.00008803,0.0006638,0.00008803,0.00008803,0.00008803,0.00008803,0.00008803,0.00008803,0.0006638,0.06499,0.0007461,0.0004993,0.00008803,0.00008803,0.00008803,0.00008803,0.00008803,0.3258,0.00008803,0.00008803,0.00008803,0.0003348,0.0002525,0.001651,0.1508,0.0004171,0.00008803,0.0001703,0.00008803,0.0007461,0.00008803,0.001815,0.0002525,0.00008803,0.00008803,0.0001703,0.00008803,0.00008803,0.00008803,0.0007461,0.00008803,0.00008803,0.0002525,0.0004171,0.00008803,0.0004171,0.00008803,0.003296,0.00008803,0.001157,0.00008803,0.002803,0.00008803,0.00008803,0.00008803,0.0001703,0.0003348,0.0008283,0.0001703,0.00008803,0.0001703,0.02427,0.0003348,0.00008803,0.00008803,0.0001703,0.00008803,0.00008803,0.00008803,0.0002525,0.00008803,0.01761,0.01185,0.0002525,0.00008803,0.0009929,0.0001703,0.00008803,0.0009929,0.00008803,0.00008803,0.00008803,0.001322,0.3685,0.0001703,0.00008803,0.00008803,0.00008803,0.0009929,0.00008803,0.0002525,0.00008803,0.00008803,0.0002525,0.0001703,0.00008803
methotrexate,MCF7,0.0000088,0.001189,0.00007002,0.0003601,0.00001478,0.00005621,0.1642,0.004683,0.00001478,0.00001478,0.03598,0.00002859,0.0000424,0.0001529,0.00001478,0.0003739,0.00001478,0.00001478,0.00001478,0.0112,0.00005621,0.00007002,0.0001805,0.00001478,0.00001478,0.00001478,0.00008383,0.00001478,0.002086,0.0001115,0.0001253,0.000291,0.0003462,0.0008711,0.00002859,0.00001478,0.0001943,0.00005621,0.00002859,0.00002859,0.01229,0.00001478,0.00001478,0.00005621,0.00002859,0.00002859,0.0000424,0.01533,0.00001478,0.0002772,0.00002859,0.00001478,0.0002081,0.00001478,0.0000424,0.00002859,0.00005621,0.4034,0.0000424,0.00001478,0.00001478,0.0002496,0.04109,0.003882,0.0000424,0.00001478,0.00002859,0.00001478,0.02707,0.0001253,0.00005621,0.00007002,0.0000424,0.00001478,0.00005621,0.00007002,0.006837,0.0000424,0.0137,0.00002859,0.0000424,0.00002859,0.00002859,0.08789,0.04833,0.0002634,0.00009764,0.003081,0.0000424,0.00002859,0.00002859,0.0000424,0.07027,0.00005621,0.00002859,0.04041,0.00008383,0.00001478,0.0000424,0.0001115,0.0006777
